id,Reviews,ID,AspectTerms,Opinions,Polarities,Categories,Review
1776,洗面奶还行，只不过店家赠送的睡眠面膜用了之后居然过敏了，和店家说了，然后只是让这几天啥也不用感觉太不负责，,1776.0,_,不负责,负面,整体,洗 面 奶 还 行 ， 只 不 过 店 家 赠 送 的 睡 眠 面 膜 用 了 之 后 居 然 过 敏 了 ， 和 店 家 说 了 ， 然 后 只 是 让 这 几 天 啥 也 不 用 感 觉 太 不 负 责 ，
1777,面膜补水效果很好，适合秋季使用。,1777.0,补水效果,很好,正面,功效,面 膜 补 水 效 果 很 好 ， 适 合 秋 季 使 用 。
1778,挺好的 也不油腻 成膜快 希望出去玩也能防晒效果好一点,1778.0,_,挺好的,正面,整体,挺 好 的 也 不 油 腻 成 膜 快 希 望 出 去 玩 也 能 防 晒 效 果 好 一 点
1778,挺好的 也不油腻 成膜快 希望出去玩也能防晒效果好一点,1778.0,_,不油腻,正面,使用体验,挺 好 的 也 不 油 腻 成 膜 快 希 望 出 去 玩 也 能 防 晒 效 果 好 一 点
1778,挺好的 也不油腻 成膜快 希望出去玩也能防晒效果好一点,1778.0,成膜,快,正面,功效,挺 好 的 也 不 油 腻 成 膜 快 希 望 出 去 玩 也 能 防 晒 效 果 好 一 点
1778,挺好的 也不油腻 成膜快 希望出去玩也能防晒效果好一点,1778.0,防晒效果,好一点,正面,功效,挺 好 的 也 不 油 腻 成 膜 快 希 望 出 去 玩 也 能 防 晒 效 果 好 一 点
1779,不错，很实惠。比~上买的实惠多了。包装很完美。在~买发回来的跟批发上的,1779.0,_,不错,正面,整体,不 错 ， 很 实 惠 。 比 ~ 上 买 的 实 惠 多 了 。 包 装 很 完 美 。 在 ~ 买 发 回 来 的 跟 批 发 上 的
1779,不错，很实惠。比~上买的实惠多了。包装很完美。在~买发回来的跟批发上的,1779.0,_,很实惠,正面,价格,不 错 ， 很 实 惠 。 比 ~ 上 买 的 实 惠 多 了 。 包 装 很 完 美 。 在 ~ 买 发 回 来 的 跟 批 发 上 的
1779,不错，很实惠。比~上买的实惠多了。包装很完美。在~买发回来的跟批发上的,1779.0,_,实惠,正面,价格,不 错 ， 很 实 惠 。 比 ~ 上 买 的 实 惠 多 了 。 包 装 很 完 美 。 在 ~ 买 发 回 来 的 跟 批 发 上 的
1779,不错，很实惠。比~上买的实惠多了。包装很完美。在~买发回来的跟批发上的,1779.0,_,了,正面,价格,不 错 ， 很 实 惠 。 比 ~ 上 买 的 实 惠 多 了 。 包 装 很 完 美 。 在 ~ 买 发 回 来 的 跟 批 发 上 的
1779,不错，很实惠。比~上买的实惠多了。包装很完美。在~买发回来的跟批发上的,1779.0,包装,很完美,正面,包装,不 错 ， 很 实 惠 。 比 ~ 上 买 的 实 惠 多 了 。 包 装 很 完 美 。 在 ~ 买 发 回 来 的 跟 批 发 上 的
1780,包装非常仔细、严实！发货速度非常快！我要给好评&hellip,1780.0,包装,非常仔细,正面,包装,包 装 非 常 仔 细 、 严 实 ！ 发 货 速 度 非 常 快 ！ 我 要 给 好 评 & @
1780,包装非常仔细、严实！发货速度非常快！我要给好评&hellip,1780.0,发货速度,非常快,正面,物流,包 装 非 常 仔 细 、 严 实 ！ 发 货 速 度 非 常 快 ！ 我 要 给 好 评 & @
1780,包装非常仔细、严实！发货速度非常快！我要给好评&hellip,1780.0,_,好,正面,整体,包 装 非 常 仔 细 、 严 实 ！ 发 货 速 度 非 常 快 ！ 我 要 给 好 评 & @
1781,第二次买了，很好,1781.0,_,很好,正面,整体,第 二 次 买 了 ， 很 好
1782,买了超多的***，因为是峰峰代言的所以也特别喜欢！！！！,1782.0,_,特别喜欢,正面,整体,买 了 超 多 的 * * * ， 因 为 是 峰 峰 代 言 的 所 以 也 特 别 喜 欢 ！ ！ ！ ！
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,_,很舒服,正面,使用体验,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,_,很柔滑,正面,使用体验,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,_,不硬,正面,使用体验,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,_,没有刺痛,正面,使用体验,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,补,_,正面,功效,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1783,面膜贴上后很舒服，这个面膜的布很柔滑，不硬，敷上后没有刺痛的感觉，只要觉得补水就觉得很好了。,1783.0,_,很好,正面,整体,面 膜 贴 上 后 很 舒 服 ， 这 个 面 膜 的 布 很 柔 滑 ， 不 硬 ， 敷 上 后 没 有 刺 痛 的 感 觉 ， 只 要 觉 得 补 水 就 觉 得 很 好 了 。
1784,哈哈，送货速度很快！没超过12小时就送达了，谢谢。就是货品有点小贵,1784.0,送货速度,很快,正面,物流,哈 哈 ， 送 货 速 度 很 快 ！ 没 超 过 & 小 时 就 送 达 了 ， 谢 谢 。 就 是 货 品 有 点 小 贵
1784,哈哈，送货速度很快！没超过12小时就送达了，谢谢。就是货品有点小贵,1784.0,货品,有点小贵,负面,价格,哈 哈 ， 送 货 速 度 很 快 ！ 没 超 过 & 小 时 就 送 达 了 ， 谢 谢 。 就 是 货 品 有 点 小 贵
1785,东西不错，很喜欢是我想要的！,1785.0,_,不错,正面,整体,东 西 不 错 ， 很 喜 欢 是 我 想 要 的 ！
1785,东西不错，很喜欢是我想要的！,1785.0,_,很喜欢,正面,整体,东 西 不 错 ， 很 喜 欢 是 我 想 要 的 ！
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,_,很好用,正面,整体,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,_,遮暇,正面,功效,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,_,棒棒的,正面,整体,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,优惠活动,_,正面,价格,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,_,很划算,正面,价格,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,发货,_,正面,物流,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1786,收到就打开了，很好用，遮暇，棒棒的，还有优惠活动，很划算，发货和送货速度也很快,1786.0,送货速度,很快,正面,物流,收 到 就 打 开 了 ， 很 好 用 ， 遮 暇 ， 棒 棒 的 ， 还 有 优 惠 活 动 ， 很 划 算 ， 发 货 和 送 货 速 度 也 很 快
1787,昨天晚上刚买的现在就到了，快递员服务很好,1787.0,快递员服务,很好,正面,物流,昨 天 晚 上 刚 买 的 现 在 就 到 了 ， 快 递 员 服 务 很 好
1788,喜欢的宝宝们可以下手了，我一直在用这个牌子，挺好用的，很补水，精华液很多一直都在用，用了几年了！,1788.0,_,挺好用的,正面,整体,喜 欢 的 宝 宝 们 可 以 下 手 了 ， 我 一 直 在 用 这 个 牌 子 ， 挺 好 用 的 ， 很 补 水 ， 精 华 液 很 多 一 直 都 在 用 ， 用 了 几 年 了 ！
1788,喜欢的宝宝们可以下手了，我一直在用这个牌子，挺好用的，很补水，精华液很多一直都在用，用了几年了！,1788.0,_,很补水,正面,功效,喜 欢 的 宝 宝 们 可 以 下 手 了 ， 我 一 直 在 用 这 个 牌 子 ， 挺 好 用 的 ， 很 补 水 ， 精 华 液 很 多 一 直 都 在 用 ， 用 了 几 年 了 ！
1788,喜欢的宝宝们可以下手了，我一直在用这个牌子，挺好用的，很补水，精华液很多一直都在用，用了几年了！,1788.0,精华液,很多,正面,成分,喜 欢 的 宝 宝 们 可 以 下 手 了 ， 我 一 直 在 用 这 个 牌 子 ， 挺 好 用 的 ， 很 补 水 ， 精 华 液 很 多 一 直 都 在 用 ， 用 了 几 年 了 ！
1789,宝贝不错，质量好，物流快，值得购买,1789.0,_,不错,正面,整体,宝 贝 不 错 ， 质 量 好 ， 物 流 快 ， 值 得 购 买
1789,宝贝不错，质量好，物流快，值得购买,1789.0,_,好,正面,整体,宝 贝 不 错 ， 质 量 好 ， 物 流 快 ， 值 得 购 买
1789,宝贝不错，质量好，物流快，值得购买,1789.0,物流,快,正面,物流,宝 贝 不 错 ， 质 量 好 ， 物 流 快 ， 值 得 购 买
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,超级喜欢,正面,整体,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,特别舒服,正面,整体,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,过敏,正面,使用体验,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,不刺激,正面,使用体验,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,喜欢,正面,整体,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1790,嗯超级喜欢用起来特别舒服没有过敏现象也不刺激皮肤喜欢很好,1790.0,_,很好,正面,整体,嗯 超 级 喜 欢 用 起 来 特 别 舒 服 没 有 过 敏 现 象 也 不 刺 激 皮 肤 喜 欢 很 好
1791,还没用，看包装可以,1791.0,包装,可以,正面,包装,还 没 用 ， 看 包 装 可 以
1792,还是比较水润的，调整肤色的感觉也比较自然,1792.0,_,比较水润的,正面,使用体验,还 是 比 较 水 润 的 ， 调 整 肤 色 的 感 觉 也 比 较 自 然
1792,还是比较水润的，调整肤色的感觉也比较自然,1792.0,_,肤色,正面,功效,还 是 比 较 水 润 的 ， 调 整 肤 色 的 感 觉 也 比 较 自 然
1792,还是比较水润的，调整肤色的感觉也比较自然,1792.0,_,比较自然,正面,功效,还 是 比 较 水 润 的 ， 调 整 肤 色 的 感 觉 也 比 较 自 然
1793,这款隔离我个人还是蛮喜欢的，除了日期到2020年，没别的毛病,1793.0,_,蛮喜欢的,正面,整体,这 款 隔 离 我 个 人 还 是 蛮 喜 欢 的 ， 除 了 日 期 到 & 年 ， 没 别 的 毛 病
1794,物流很快，第一次用这款面膜，希望好用。,1794.0,物流,很快,正面,物流,物 流 很 快 ， 第 一 次 用 这 款 面 膜 ， 希 望 好 用 。
1795,这个还没来得及用。当时便宜买来囤货的,1795.0,_,便宜,正面,价格,这 个 还 没 来 得 及 用 。 当 时 便 宜 买 来 囤 货 的
1796,面膜涂脸上不知道为什么好痒，感觉过敏,1796.0,_,好痒,负面,使用体验,面 膜 涂 脸 上 不 知 道 为 什 么 好 痒 ， 感 觉 过 敏
1796,面膜涂脸上不知道为什么好痒，感觉过敏,1796.0,_,过敏,负面,使用体验,面 膜 涂 脸 上 不 知 道 为 什 么 好 痒 ， 感 觉 过 敏
1797,中午下单，晚上就收到了！很好，是正品！,1797.0,_,很好,正面,整体,中 午 下 单 ， 晚 上 就 收 到 了 ！ 很 好 ， 是 正 品 ！
1797,中午下单，晚上就收到了！很好，是正品！,1797.0,_,是正品,正面,真伪,中 午 下 单 ， 晚 上 就 收 到 了 ！ 很 好 ， 是 正 品 ！
1798,一直信赖的品牌，家里囤积了好多面膜，每天逗坚持用。补水，美白，保湿，快递小哥服务态度好也很快,1798.0,_,补水,正面,功效,一 直 信 赖 的 品 牌 ， 家 里 囤 积 了 好 多 面 膜 ， 每 天 逗 坚 持 用 。 补 水 ， 美 白 ， 保 湿 ， 快 递 小 哥 服 务 态 度 好 也 很 快
1798,一直信赖的品牌，家里囤积了好多面膜，每天逗坚持用。补水，美白，保湿，快递小哥服务态度好也很快,1798.0,_,美白,正面,功效,一 直 信 赖 的 品 牌 ， 家 里 囤 积 了 好 多 面 膜 ， 每 天 逗 坚 持 用 。 补 水 ， 美 白 ， 保 湿 ， 快 递 小 哥 服 务 态 度 好 也 很 快
1798,一直信赖的品牌，家里囤积了好多面膜，每天逗坚持用。补水，美白，保湿，快递小哥服务态度好也很快,1798.0,_,保湿,正面,功效,一 直 信 赖 的 品 牌 ， 家 里 囤 积 了 好 多 面 膜 ， 每 天 逗 坚 持 用 。 补 水 ， 美 白 ， 保 湿 ， 快 递 小 哥 服 务 态 度 好 也 很 快
1798,一直信赖的品牌，家里囤积了好多面膜，每天逗坚持用。补水，美白，保湿，快递小哥服务态度好也很快,1798.0,快递小哥服务态度,好,正面,物流,一 直 信 赖 的 品 牌 ， 家 里 囤 积 了 好 多 面 膜 ， 每 天 逗 坚 持 用 。 补 水 ， 美 白 ， 保 湿 ， 快 递 小 哥 服 务 态 度 好 也 很 快
1799,挺好用的，可惜被孩子打碎了，再买一瓶,1799.0,_,挺好用的,正面,整体,挺 好 用 的 ， 可 惜 被 孩 子 打 碎 了 ， 再 买 一 瓶
1800,一直用这个，质量非常不错！,1800.0,_,非常不错,正面,整体,一 直 用 这 个 ， 质 量 非 常 不 错 ！
1801,这牌子没有用过，看到特价又有赠送的，就买了试试，希望能让人水水嫩嫩的。,1801.0,_,特价,正面,价格,这 牌 子 没 有 用 过 ， 看 到 特 价 又 有 赠 送 的 ， 就 买 了 试 试 ， 希 望 能 让 人 水 水 嫩 嫩 的 。
1801,这牌子没有用过，看到特价又有赠送的，就买了试试，希望能让人水水嫩嫩的。,1801.0,_,水水嫩嫩的,正面,使用体验,这 牌 子 没 有 用 过 ， 看 到 特 价 又 有 赠 送 的 ， 就 买 了 试 试 ， 希 望 能 让 人 水 水 嫩 嫩 的 。
1802,太赞了吧！面膜两套才花了70多，用了红包，京豆，优惠券，再加上满减活动，猴赛雷,1802.0,_,太赞了吧,正面,整体,太 赞 了 吧 ！ 面 膜 两 套 才 花 了 & 多 ， 用 了 红 包 ， 京 豆 ， 优 惠 券 ， 再 加 上 满 减 活 动 ， 猴 赛 雷
1802,太赞了吧！面膜两套才花了70多，用了红包，京豆，优惠券，再加上满减活动，猴赛雷,1802.0,优惠,_,正面,价格,太 赞 了 吧 ！ 面 膜 两 套 才 花 了 & 多 ， 用 了 红 包 ， 京 豆 ， 优 惠 券 ， 再 加 上 满 减 活 动 ， 猴 赛 雷
1802,太赞了吧！面膜两套才花了70多，用了红包，京豆，优惠券，再加上满减活动，猴赛雷,1802.0,动,_,正面,价格,太 赞 了 吧 ！ 面 膜 两 套 才 花 了 & 多 ， 用 了 红 包 ， 京 豆 ， 优 惠 券 ， 再 加 上 满 减 活 动 ， 猴 赛 雷
1803,很好用的面膜哟，挺薄的，也很水润。,1803.0,_,很好用,正面,整体,很 好 用 的 面 膜 哟 ， 挺 薄 的 ， 也 很 水 润 。
1803,很好用的面膜哟，挺薄的，也很水润。,1803.0,_,挺薄的,正面,使用体验,很 好 用 的 面 膜 哟 ， 挺 薄 的 ， 也 很 水 润 。
1803,很好用的面膜哟，挺薄的，也很水润。,1803.0,_,很水润,正面,使用体验,很 好 用 的 面 膜 哟 ， 挺 薄 的 ， 也 很 水 润 。
1804,质量也不错，常购物品，还有赠品。,1804.0,_,不错,正面,整体,质 量 也 不 错 ， 常 购 物 品 ， 还 有 赠 品 。
1804,质量也不错，常购物品，还有赠品。,1804.0,赠品,_,正面,价格,质 量 也 不 错 ， 常 购 物 品 ， 还 有 赠 品 。
1805,一小瓶，只有一点点,_,_,_,_,_,_
1806,宝宝不错是正品，物流也快头天订的，第二天就到了?,1806.0,_,不错,正面,整体,宝 宝 不 错 是 正 品 ， 物 流 也 快 头 天 订 的 ， 第 二 天 就 到 了 ?
1806,宝宝不错是正品，物流也快头天订的，第二天就到了?,1806.0,_,是正品,正面,真伪,宝 宝 不 错 是 正 品 ， 物 流 也 快 头 天 订 的 ， 第 二 天 就 到 了 ?
1806,宝宝不错是正品，物流也快头天订的，第二天就到了?,1806.0,物流,快,正面,物流,宝 宝 不 错 是 正 品 ， 物 流 也 快 头 天 订 的 ， 第 二 天 就 到 了 ?
1807,挺好用的，就是水口太大了，不小心就到很多,1807.0,_,挺好用的,正面,整体,挺 好 用 的 ， 就 是 水 口 太 大 了 ， 不 小 心 就 到 很 多
1807,挺好用的，就是水口太大了，不小心就到很多,1807.0,水口,太大,负面,使用体验,挺 好 用 的 ， 就 是 水 口 太 大 了 ， 不 小 心 就 到 很 多
1808,包装箱抗震做的挺好，期待是正品，期待好用,1808.0,包装,_,正面,包装,包 装 箱 抗 震 做 的 挺 好 ， 期 待 是 正 品 ， 期 待 好 用
1808,包装箱抗震做的挺好，期待是正品，期待好用,1808.0,抗震,挺好,正面,功效,包 装 箱 抗 震 做 的 挺 好 ， 期 待 是 正 品 ， 期 待 好 用
1808,包装箱抗震做的挺好，期待是正品，期待好用,1808.0,_,是正品,正面,真伪,包 装 箱 抗 震 做 的 挺 好 ， 期 待 是 正 品 ， 期 待 好 用
1809,一日既往的好， 一直在用***隔离霜 不错不错,1809.0,_,好,正面,整体,一 日 既 往 的 好 ， 一 直 在 用 * * * 隔 离 霜 不 错 不 错
1809,一日既往的好， 一直在用***隔离霜 不错不错,1809.0,_,不错,正面,整体,一 日 既 往 的 好 ， 一 直 在 用 * * * 隔 离 霜 不 错 不 错
1809,一日既往的好， 一直在用***隔离霜 不错不错,1809.0,_,不错,正面,整体,一 日 既 往 的 好 ， 一 直 在 用 * * * 隔 离 霜 不 错 不 错
1810,是正品  跟我在专柜买的一样  用完还买,1810.0,_,是正品,正面,真伪,是 正 品 跟 我 在 专 柜 买 的 一 样 用 完 还 买
1811,很好用，滋润不油腻不紧绷，喜欢,1811.0,_,很好用,正面,整体,很 好 用 ， 滋 润 不 油 腻 不 紧 绷 ， 喜 欢
1811,很好用，滋润不油腻不紧绷，喜欢,1811.0,_,滋润,正面,使用体验,很 好 用 ， 滋 润 不 油 腻 不 紧 绷 ， 喜 欢
1811,很好用，滋润不油腻不紧绷，喜欢,1811.0,_,不油腻,正面,使用体验,很 好 用 ， 滋 润 不 油 腻 不 紧 绷 ， 喜 欢
1811,很好用，滋润不油腻不紧绷，喜欢,1811.0,_,不紧绷,正面,使用体验,很 好 用 ， 滋 润 不 油 腻 不 紧 绷 ， 喜 欢
1811,很好用，滋润不油腻不紧绷，喜欢,1811.0,_,喜欢,正面,整体,很 好 用 ， 滋 润 不 油 腻 不 紧 绷 ， 喜 欢
1812,一直用这个牌子的，挺好用的，我我喜欢，很自然,1812.0,_,挺好用的,正面,整体,一 直 用 这 个 牌 子 的 ， 挺 好 用 的 ， 我 我 喜 欢 ， 很 自 然
1812,一直用这个牌子的，挺好用的，我我喜欢，很自然,1812.0,_,喜欢,正面,整体,一 直 用 这 个 牌 子 的 ， 挺 好 用 的 ， 我 我 喜 欢 ， 很 自 然
1812,一直用这个牌子的，挺好用的，我我喜欢，很自然,1812.0,_,很自然,正面,功效,一 直 用 这 个 牌 子 的 ， 挺 好 用 的 ， 我 我 喜 欢 ， 很 自 然
1813,一直用这个面膜，效果不错，用了脸湿湿的，需要的朋友赶紧入手。,1813.0,_,不错,正面,整体,一 直 用 这 个 面 膜 ， 效 果 不 错 ， 用 了 脸 湿 湿 的 ， 需 要 的 朋 友 赶 紧 入 手 。
1813,一直用这个面膜，效果不错，用了脸湿湿的，需要的朋友赶紧入手。,1813.0,_,湿湿的,正面,使用体验,一 直 用 这 个 面 膜 ， 效 果 不 错 ， 用 了 脸 湿 湿 的 ， 需 要 的 朋 友 赶 紧 入 手 。
1814,***的隔离霜收到了，很好用，这次看到特价，所以为购买了两瓶备用，一直用***的，信它，给好评。,1814.0,_,很好用,正面,整体,* * * 的 隔 离 霜 收 到 了 ， 很 好 用 ， 这 次 看 到 特 价 ， 所 以 为 购 买 了 两 瓶 备 用 ， 一 直 用 * * * 的 ， 信 它 ， 给 好 评 。
1814,***的隔离霜收到了，很好用，这次看到特价，所以为购买了两瓶备用，一直用***的，信它，给好评。,1814.0,_,特价,正面,价格,* * * 的 隔 离 霜 收 到 了 ， 很 好 用 ， 这 次 看 到 特 价 ， 所 以 为 购 买 了 两 瓶 备 用 ， 一 直 用 * * * 的 ， 信 它 ， 给 好 评 。
1814,***的隔离霜收到了，很好用，这次看到特价，所以为购买了两瓶备用，一直用***的，信它，给好评。,1814.0,_,好评,正面,整体,* * * 的 隔 离 霜 收 到 了 ， 很 好 用 ， 这 次 看 到 特 价 ， 所 以 为 购 买 了 两 瓶 备 用 ， 一 直 用 * * * 的 ， 信 它 ， 给 好 评 。
1815,妈妈很喜欢 好评,1815.0,_,很喜欢,正面,整体,妈 妈 很 喜 欢 好 评
1815,妈妈很喜欢 好评,1815.0,_,好评,正面,整体,妈 妈 很 喜 欢 好 评
1816,用了非常不错，有淡淡的香味，也很自然,1816.0,_,非常不错,正面,整体,用 了 非 常 不 错 ， 有 淡 淡 的 香 味 ， 也 很 自 然
1816,用了非常不错，有淡淡的香味，也很自然,1816.0,香味,淡淡的,正面,气味,用 了 非 常 不 错 ， 有 淡 淡 的 香 味 ， 也 很 自 然
1816,用了非常不错，有淡淡的香味，也很自然,1816.0,_,很自然,正面,功效,用 了 非 常 不 错 ， 有 淡 淡 的 香 味 ， 也 很 自 然
1817,送给妈妈的母亲节礼物，特别实惠，用着比较水润，喜欢！,1817.0,_,特别实惠,正面,价格,送 给 妈 妈 的 母 亲 节 礼 物 ， 特 别 实 惠 ， 用 着 比 较 水 润 ， 喜 欢 ！
1817,送给妈妈的母亲节礼物，特别实惠，用着比较水润，喜欢！,1817.0,_,比较水润,正面,使用体验,送 给 妈 妈 的 母 亲 节 礼 物 ， 特 别 实 惠 ， 用 着 比 较 水 润 ， 喜 欢 ！
1817,送给妈妈的母亲节礼物，特别实惠，用着比较水润，喜欢！,1817.0,_,喜欢,正面,整体,送 给 妈 妈 的 母 亲 节 礼 物 ， 特 别 实 惠 ， 用 着 比 较 水 润 ， 喜 欢 ！
1818,挺好用的哦，感觉隔离效果超级棒哦，还有赠品，卸妆用的，比较完美，还会回购,1818.0,_,挺好用的,正面,整体,挺 好 用 的 哦 ， 感 觉 隔 离 效 果 超 级 棒 哦 ， 还 有 赠 品 ， 卸 妆 用 的 ， 比 较 完 美 ， 还 会 回 购
1818,挺好用的哦，感觉隔离效果超级棒哦，还有赠品，卸妆用的，比较完美，还会回购,1818.0,隔离效果,超级棒,正面,功效,挺 好 用 的 哦 ， 感 觉 隔 离 效 果 超 级 棒 哦 ， 还 有 赠 品 ， 卸 妆 用 的 ， 比 较 完 美 ， 还 会 回 购
1818,挺好用的哦，感觉隔离效果超级棒哦，还有赠品，卸妆用的，比较完美，还会回购,1818.0,赠品,_,正面,价格,挺 好 用 的 哦 ， 感 觉 隔 离 效 果 超 级 棒 哦 ， 还 有 赠 品 ， 卸 妆 用 的 ， 比 较 完 美 ， 还 会 回 购
1818,挺好用的哦，感觉隔离效果超级棒哦，还有赠品，卸妆用的，比较完美，还会回购,1818.0,_,比较完美,正面,整体,挺 好 用 的 哦 ， 感 觉 隔 离 效 果 超 级 棒 哦 ， 还 有 赠 品 ， 卸 妆 用 的 ， 比 较 完 美 ， 还 会 回 购
1819,感觉不错，颜色很正，已经是第二次购买了，还会再买的。,1819.0,_,不错,正面,整体,感 觉 不 错 ， 颜 色 很 正 ， 已 经 是 第 二 次 购 买 了 ， 还 会 再 买 的 。
1819,感觉不错，颜色很正，已经是第二次购买了，还会再买的。,1819.0,颜色,很正,正面,功效,感 觉 不 错 ， 颜 色 很 正 ， 已 经 是 第 二 次 购 买 了 ， 还 会 再 买 的 。
1820,不错，发货快，东西好。,1820.0,_,不错,正面,整体,不 错 ， 发 货 快 ， 东 西 好 。
1820,不错，发货快，东西好。,1820.0,发货,快,正面,物流,不 错 ， 发 货 快 ， 东 西 好 。
1820,不错，发货快，东西好。,1820.0,_,好,正面,整体,不 错 ， 发 货 快 ， 东 西 好 。
1821,用已好久了，现在才来评价，贴肤好用，买一送一划算,1821.0,_,贴肤,正面,使用体验,用 已 好 久 了 ， 现 在 才 来 评 价 ， 贴 肤 好 用 ， 买 一 送 一 划 算
1821,用已好久了，现在才来评价，贴肤好用，买一送一划算,1821.0,_,好用,正面,整体,用 已 好 久 了 ， 现 在 才 来 评 价 ， 贴 肤 好 用 ， 买 一 送 一 划 算
1821,用已好久了，现在才来评价，贴肤好用，买一送一划算,1821.0,_,划算,正面,价格,用 已 好 久 了 ， 现 在 才 来 评 价 ， 贴 肤 好 用 ， 买 一 送 一 划 算
1822,质量还是不错的，客服态度很好，很好满意。,1822.0,_,不错的,正面,整体,质 量 还 是 不 错 的 ， 客 服 态 度 很 好 ， 很 好 满 意 。
1822,质量还是不错的，客服态度很好，很好满意。,1822.0,客服态度,很好,正面,服务,质 量 还 是 不 错 的 ， 客 服 态 度 很 好 ， 很 好 满 意 。
1822,质量还是不错的，客服态度很好，很好满意。,1822.0,_,很好,正面,整体,质 量 还 是 不 错 的 ， 客 服 态 度 很 好 ， 很 好 满 意 。
