id,Reviews,is_fake,change_type,original_review
8975,买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的,False,,买一送一的活动，**联名款，看起来不错的样子，买来给媳妇备用的
8976,这个很好！很细！也！,True,+删除,这个很好！很细！也润！
8977,非常好，每年双11购买的必须品。,False,,非常好，每年双11购买的必须品。
8978,卸妆水收到了，快递的速度的就是**快递的速度，产品也不错，会继续光顾,True,+替换opinion+交换item,卸妆水收到了，最喜欢的就是**快递的速度，产品也不错，会继续光顾
8979,喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！,False,,喜欢**购物，方便快捷，正品，而且价位合适。这个第一次使用，期待效果！
8980,好香，上午下单下午就到了,False,,好香，上午下单下午就到了
8981,非常非常好用啊，色号上脸正正好，稍微白了一点点，过几个小时暗沉下来正好和肤色完美融合，也不怎么容易脱妆，总之很满意,False,+替换其他,非常非常好用啊，色号上脸正正好，稍微白了一点点，过几个小时暗沉下来正好和肤色完美融合，也不怎么容易脱妆，总之很满意
8982,很好用！！！！,False,,很好用！！！！
8983,贝已收到，物流也很快。,True,+替换其他+删除,宝贝已收到，物流也很快。
8984,宝贝物美价廉非常好虽然还没用，应该不错,False,,宝贝物美价廉非常好虽然还没用，应该不错
8985,送货速度快包装较好,True,+替换opinion+替换其他,送货速度快包装很好
8986,用了几天才来评价，真心不错直得购买,False,+替换其他,用了几天才来评价，真心不错直得购买
8987,很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了,False,,很喜欢，活动价格超值，真的很美丽啊，越来越觉得**好了
8988,活动价格，相当的便宜，没用过这品牌的，但也就追求个基础保湿，应该不会太差。,True,+替换其他+删除,活动价格，相当的便宜，没用过这个品牌的，但也就追求个基础保湿，应该不会太差。
8989,之前用过，感觉很水润，所以又买了,False,+替换其他,之前用过，感觉很水润，所以又买了
8990,和的小伙伴一起用的比较油腻必须用水洗两遍才会好，现在左右还没有看到，希望这两天能够有好的效果。,True,+替换其他+删除,和我的小伙伴一起用的比较油腻必须用水洗两遍才会好，现在左右还没有看到，希望这两天能够有好的效果。
8991,刚收到没开始用，期待效果，搞活动，秒的，生产成本还可以，好用会回头的,True,+替换aspect,刚收到没开始用，期待效果，搞活动，秒的，价格还可以，好用会回头的
8992,不好粉，还一百多块钱的东西啊，和几十块钱的差不多?,True,+删除,不好卡粉，还一百多块钱的东西啊，和几十块钱的差不多?
8993,家里的面膜全部换成***，我姐家也塞满了，现在是一天一片，保湿效果真的保湿效果！,True,+交换item+替换其他,家里的面膜全部换成***，我姐家也塞满了，现在是一天一片，保湿效果真的很好！
8994,精华水少，面膜有点硬，总还不错,True,+替换其他+删除,精华水少，面膜有点硬，总体还不错
8995,好用，物流很快,False,+替换其他,好用，物流很快
8996,还行，还OK啦,False,,还行，还OK啦
8997,少送了一瓶，卖家又给多发了一瓶好评,False,+替换其他,少送了一瓶，卖家又给多发了一瓶好评
8998,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评,False,,一直用。很好，喜欢，还送了抱枕，挺好的，用完，在来买。呵呵，好评
8999,这款面膜回购的，补水效果非常好,False,+替换其他,这款面膜回购的，补水效果非常好
9000,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。,False,,这个也是第一次购买，听朋友说挺好用的，自己也来试试，用过之后挺自然的，问道也可以，真喜欢。
9001,供应链超级差，到达目的地5天才派送,True,+替换aspect,物流超级差，到达目的地5天才派送
9002,面膜很好，一直用他的，很好用哦！,True,+删除,面膜很好，一直用他家的，很好用哦！
9003,物流很快还是那个甜味，正装一如既往的好送的比之的少了点，寄保质期也比较近了&hellip,True,+替换aspect+删除,物流很快还是那个味道，正装一如既往的好送的比之前的少了点，寄保质期也比较近了&hellip
9004,强力推荐的面膜，超级好用补水水润，喜欢喜欢。,False,,强力推荐的面膜，超级好用补水水润，喜欢喜欢。
9005,上妆效果：上妆效果一般咯，持久情况：持久度错,True,+删除,上妆效果：上妆效果一般咯，持久情况：持久度不错
9006,不好，不好，没有实体店里好，好刺鼻啊，,False,,不好，不好，没有实体店里好，好刺鼻啊，
9007,这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行,False,,这个挺好用的，之前也是用的这个都是在店里买的，这次在网上买的也不错，脸比较干这个保湿效果还行
9008,跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢,False,,跟实体店一样的，关键是还送了两瓶甲油，我皮肤偏黄，选了紫色，试用了一下，不油，特别喜欢
9009,不错哦，挺好用的，保湿补水,False,,不错哦，挺好用的，保湿补水
9010,第二次购买的，一直用这个，好用，发货速度快，很满意,False,,第二次购买的，一直用这个，好用，发货速度快，很满意
9011,试了一下，挺水润的，给妈妈买的。,False,,试了一下，挺水润的，给妈妈买的。
9012,非常好用，不干，湿润，美白，效果好！,False,+替换其他,非常好用，不干，湿润，美白，效果好！
9013,很好用的一款c霜,True,+替换其他+删除,很好用的一款cc霜
9014,用着很干，不好用。,False,+替换其他,用着很干，不好用。
9015,多次购买！反响！,True,+替换opinion,多次购买！好评！
9016,比自己皮肤黄色稍微白一点，还是比较自然的，一点点可以用全脸,True,+替换aspect,比自己皮肤颜色稍微白一点，还是比较自然的，一点点可以用全脸
9017,上次买了一支清洗的很干净，看见有大型活动又马上囤了两支,True,+替换aspect+替换其他,上次买了一支清洗的很干净，看见有活动又马上囤了两支
9018,东西差强人意，值得购买，加油,True,+替换opinion,东西不错，值得购买，加油
9019,好很好非常好,False,,好很好非常好
9020,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意,False,,宝贝收到了，跟描述的一样，试用了一下有淡淡的清香味，还可以。满意
9021,还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛,False,,还不错，不会泛白，刚上脸会有点油，过一会儿就不会了，酒精味跟碧柔一样那么重，但不会辣眼睛
9022,感觉可以，,False,+替换其他,感觉可以，
9023,****物流速度快，商品单价特惠！,True,+替换aspect+替换opinion,****物流速度快，商品价格优惠！
9024,产品收到了，还没有用，不过价格比很便宜，还送了面膜呢,True,+替换aspect+替换其他,产品收到了，还没有用，不过价格很便宜，还送了面膜呢
9025,不知为什么这次的酒精味都点大，之前的都没什么酒精味,False,,不知为什么这次的酒精味都点大，之前的都没什么酒精味
9026,之前买过一次，用了觉得补水效果还不错，赶上活动就又囤了点货,False,+替换其他,之前买过一次，用了觉得补水效果还不错，赶上活动就又囤了点货
9027,风味很清新自然,True,+替换aspect,味道很清新自然
9028,较好，多次购买，希望38节活动多多,True,+替换opinion+替换其他,很好，多次购买，希望38节活动多多
9029,用过很好！支持***买来送朋友！质量也很好！外包装也很卫生！?，?，?,False,,用过很好！支持***买来送朋友！质量也很好！外包装也很卫生！?，?，?
9030,***，一直用这个牌子的护肤品，感觉好用,False,,***，一直用这个牌子的护肤品，感觉好用
9031,宝贝收到了，用很不错，客户服务小海龙非常好。,True,+替换aspect+替换其他+删除,宝贝收到了，用着很不错，客服小海龙非常好。
9032,快递快递呀，比我想的早多啦开心～,True,+交换item,快递很快呀，比我想的早多啦开心～
9033,味道挺好闻的,False,,味道挺好闻的
9034,不怎么亮肤,False,,不怎么亮肤
9035,很喜欢，也挺好用的,False,+替换其他,很喜欢，也挺好用的
9036,面膜补水效果很差。,True,+替换opinion,面膜补水效果很好。
9037,是他家的忠实粉丝，护肤品全是他家的，搞社会活动时买便宜实惠,True,+替换aspect+替换其他,是他家的忠实粉丝，护肤品全是他家的，搞活动时买便宜实惠
9038,一直在**买东西，相信**的品质，送货很快，一站式也很好！,True,+替换aspect,一直在**买东西，相信**的品质，送货很快，服务也很好！
9039,用了一次了，就是感觉洗了以后脸没有那么润，还是紧绷,False,+替换其他,用了一次了，就是感觉洗了以后脸没有那么润，还是紧绷
9040,保湿效果不俗,True,+替换opinion,保湿效果不错
9041,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记照了！,True,+删除,清洁能力：感觉还行，泡沫不会太多，容易清洁，洗完脸不会很干！忘记拍照了！
9042,效果很好，价格很便宜！！！,False,,效果很好，价格很便宜！！！
9043,同事双十一买的，没有单独的盒装包装，包装太简单了，就一塑料袋子,False,,同事双十一买的，没有单独的盒装包装，包装太简单了，就一塑料袋子
9044,控油效果：这个人很懒，什么都没写。。,False,,控油效果：这个人很懒，什么都没写。。
9045,东西最好，物流很快，价格实惠,True,+替换opinion+替换其他,东西很好，物流很快，价格实惠
9046,挺好的，双十一回购,False,,挺好的，双十一回购
9047,一直使用这款隔离霜，轻薄服帖不油腻上妆后非常自然。会一直关注的。,True,+替换其他+删除,一直使用这款隔离霜，轻薄服帖不油腻，上妆后非常自然。会一直关注的。
9048,昨晚下单，今早上就到了，快递小哥神速,False,+替换其他,昨晚下单，今早上就到了，快递小哥神速
9049,东西收到了，店家还送了款待，很棒。看的很满意，送朋友的。,True,+替换aspect,东西收到了，店家还送了礼品，很棒。看的很满意，送朋友的。
9050,卖家还送了两贴面膜和卸妆水小样，看起来不错啊金融服务也金融服务,True,+替换aspect+交换item,卖家还送了两贴面膜和卸妆水小样，看起来不错啊物流也很快
9051,好用，实惠,False,+替换其他,好用，实惠
9052,味道挺好闻的，上妆效果极佳,True,+替换opinion,味道挺好闻的，上妆效果很好
9053,挺好用，和在店里买的一样,False,,挺好用，和在店里买的一样
9054,买给婆婆用的，，婆婆说很不错，，下次还会回购,False,,买给婆婆用的，，婆婆说很不错，，下次还会回购
9055,非常好用，祝店家生意兴隆。,False,+替换其他,非常好用，祝店家生意兴隆。
9056,隔离霜很好用，用来不干，老牌子值得信赖,True,+替换其他+删除,隔离霜很好用，用起来不干，老牌子值得信赖
9057,用了几瓶了还行,False,,用了几瓶了还行
9058,***的商品包装的非常好，非常喜欢喜欢，谢谢老板。,False,,***的商品包装的非常好，非常喜欢喜欢，谢谢老板。
9059,给老婆买的，好像还可以,False,,给老婆买的，好像还可以
9060,收到还没用，好评先,False,,收到还没用，好评先
9061,还可以，查了一下是正品，第一次用起来感觉吸收不是很好，不知道是不是跟个**肤有关系。总的来说还行吧！,False,,还可以，查了一下是正品，第一次用起来感觉吸收不是很好，不知道是不是跟个**肤有关系。总的来说还行吧！
9062,垃圾，圆形都不规整，往脸上贴呢还是糊呢,True,+替换aspect,垃圾，形状都不规整，往脸上贴呢还是糊呢
9063,个人敏感肌肤痘质皮肤，用完感觉第二天长痘，补水没有太大感觉，毕价格在，仅供参考,True,+删除,个人敏感肌肤痘质皮肤，用完感觉第二天长痘，补水没有太大感觉，毕竟价格在，仅供参考
9064,挺好的不错,True,+替换其他+删除,挺好的。不错
9065,值得信赖的品牌护肤品,False,+替换其他,值得信赖的品牌护肤品
9066,还好吧，就用过一次，就是不知道是不是自己皮肤太干，有点脱皮的感觉，总体还以的,True,+删除,还好吧，就用过一次，就是不知道是不是自己皮肤太干，有点脱皮的感觉，总体还可以的
9067,经用了，挺好用的,True,+替换其他+删除,已经用了，挺好用的
9068,一次买了两大盒，可以用两个月了！现在正在敷，很服帖，好用，交通运输很快,True,+替换aspect,一次买了两大盒，可以用两个月了！现在正在敷，很服帖，好用，物流很快
9069,到货很快，，用着很显，很好！,True,+删除,到货很快，，用着很显白，很好！
9070,***的面膜好用还不贵，喜欢用***的护肤品,False,,***的面膜好用还不贵，喜欢用***的护肤品
9071,一次买了超多，好划算，,False,,一次买了超多，好划算，
9072,面膜太好用了，超喜欢，又实惠,False,+替换其他,面膜太好用了，超喜欢，又实惠
9073,面膜真的很服帖。非常喜欢呢！还想买。,False,,面膜真的很服帖。非常喜欢呢！还想买。
9074,还没用呢，就是看着价位合适，先屯点,True,+替换aspect+替换opinion,还没用呢，就是看着价位合适，先屯点
9075,挺好的，，，，,False,,挺好的，，，，
9076,物美价廉，但是比双11贵，不能保价,False,,物美价廉，但是比双11贵，不能保价
9077,以前一直是在实体店买的，这次网购跟实体店质量差不多，蛮好用，性价比高,True,+替换opinion,以前一直是在实体店买的，这次网购跟实体店质量差不多，蛮好用，性价比高
9078,以前用过，挺好的，还送一瓶霜,True,+删除,以前用过，挺好的，还送了一瓶霜
9079,用着还不错，气泡很丰富，洗完不紧绷，很适合,True,+替换aspect,用着还不错，泡沫很丰富，洗完不紧绷，很适合
9080,老品牌，质量好值得拥有！水特别滋润！,False,+替换其他,老品牌，质量好值得拥有！水特别滋润！
9081,精华太少啦,False,,精华太少啦
9082,定妆效果最好，不卡粉。值得拥有！,True,+替换opinion+替换其他,定妆效果很好，不卡粉。值得拥有！
9083,不好用，特别油油，尤其是干了以后,False,+替换其他,不好用，特别油油，尤其是干了以后
9084,很好用的一款面膜，妈妈很喜欢，?(???&thinsp,False,+替换其他,很好用的一款面膜，妈妈很喜欢，?(???&thinsp
9085,包装的较好，也很优惠，买了三组,True,+替换opinion+替换其他,包装的很好，也很优惠，买了三组
9086,很不错满满两大盒买一送一很划算,False,,很不错满满两大盒买一送一很划算
9087,这个面膜，对得起这个价位，补水真的可以，特是春季比较干燥，之前起了干皮，现在补水不敢大意！,True,+替换其他+删除,这个面膜，对得起这个价位，补水真的可以，特别是春季比较干燥，之前起了干皮，现在补水不敢大意！
9088,这款卸妆水很好用哦，轻轻一擦就掉了，很干净。做活动买的很划来。,False,,这款卸妆水很好用哦，轻轻一擦就掉了，很干净。做活动买的很划来。
9089,感觉差强人意，去污力强,True,+替换opinion,感觉不错，去污力强
9090,对我来说泡沫过于多了，不过材质很温和，洗完之后很舒服,True,+替换aspect,对我来说泡沫过于多了，不过质地很温和，洗完之后很舒服
9091,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉,False,,还行吧、是按压头、不会很浪费、或者步步小弄倒也不会倒掉
9092,碰到买一送一的活动感觉炒鸡划算的！不知道用了会不会过敏，然后一直很支持***这个牌子,False,,碰到买一送一的活动感觉炒鸡划算的！不知道用了会不会过敏，然后一直很支持***这个牌子
9093,春节的时候没了，，买了一盒好贵哦。，现在有活动，赶紧买买买！！！,False,+替换其他,春节的时候没了，，买了一盒好贵哦。，现在有活动，赶紧买买买！！！
9094,快递小哥服务好，速度也快，唯一不好就是商家，上面写的替换装送两个结果只有一个，影评家，简直欺骗顾客。,True,+替换opinion+替换其他,快递小哥服务好，速度也快，唯一不好就是商家，上面写的替换装送两个结果只有一个，差评，简直欺骗顾客。
9095,挺不错的很划算，物流很快,True,+删除,挺不错的，很划算，物流很快
9096,面膜用了才来评价的，精华液多，用后皮肤滋润。挺好的宝贝，是真品。,False,,面膜用了才来评价的，精华液多，用后皮肤滋润。挺好的宝贝，是真品。
9097,双11物流比较快，去年买的刚打开有点淡淡的味道。快用完的时候，味道就不一样了，不是很好闻。,False,,双11物流比较快，去年买的刚打开有点淡淡的味道。快用完的时候，味道就不一样了，不是很好闻。
9098,网页写的乳制品四年，拿到手一看明年十一月就解约了。,True,+替换aspect+替换opinion,网页写的保质期四年，拿到手一看明年十一月就到期了。
9099,送给妈妈的，说道很好闻，我也不太懂，应该不错的！,True,+替换其他+删除,送给妈妈的，说味道很好闻，我也不太懂，应该不错的！
9100,免费送的，当然给个高度评价,True,+替换opinion+替换其他,免费送的，当然给个好评
9101,好用，颜值也高不错,False,,好用，颜值也高不错
9102,一直都是用的这个牌子的护肤品，补水效果补水效果呢，,True,+交换item,一直都是用的这个牌子的护肤品，补水效果很好呢，
9103,挺好的，以前的BB都比较干燥，这个就质地挺保湿的那种。而且很好闻，持久度也还行吧，对于学生党挺友好的,False,+替换其他,挺好的，以前的BB都比较干燥，这个就质地挺保湿的那种。而且很好闻，持久度也还行吧，对于学生党挺友好的
9104,滋润不干，很好用，可惜还没用多少天，发现怀孕了，只能先停了,False,,滋润不干，很好用，可惜还没用多少天，发现怀孕了，只能先停了
9105,不错哦，还送面膜，昨天收到类今天早上用了一下特别湿润,False,+替换其他,不错哦，还送面膜，昨天收到类今天早上用了一下特别湿润
9106,很好用，好推开，性价比很高，送了我面膜，面膜也很好用,False,+替换其他,很好用，好推开，性价比很高，送了我面膜，面膜也很好用
9107,装很好，物流也快。很满意,True,+替换其他+删除,包装很好，物流也快。很满意
9108,很好用，味道也好闻，送了赠品，特别棒！！！速度速度，是最重要的！！,False,,很好用，味道也好闻，送了赠品，特别棒！！！速度速度，是最重要的！！
9109,还不错，比较好用，味道也不浓重，不卡粉。,False,,还不错，比较好用，味道也不浓重，不卡粉。
9110,宝贝很好，买一一，性价比高,True,+替换opinion+替换其他+删除,宝贝很好，买一送一，性价比高
9111,补水效果好,False,,补水效果好
9112,今天收到，快递快递，用了在追评,True,+交换item,今天收到，快递给力，用了在追评
9113,挺好用的，很滋润，喜欢。**电子商务就是快。赞,True,+替换aspect,挺好用的，很滋润，喜欢。**物流就是快。赞
9114,我是店铺搞社会活动时买的，还在返利上领了十块钱的券，买一送一，物流超给力，宝贝也好用,True,+替换aspect+替换其他,我是店铺搞活动时买的，还在返利上领了十块钱的券，买一送一，物流超给力，宝贝也好用
9115,第三次回购了，非常补水的面膜,False,+替换其他,第三次回购了，非常补水的面膜
9116,第二购买了，感觉不错就推荐给大家了、好用,True,+删除,第二次购买了，感觉不错就推荐给大家了、好用
9117,还没开始用，应该不错，一直用他们家的化妆品，送的面膜盒很实用，谢谢良心卖家,False,,还没开始用，应该不错，一直用他们家的化妆品，送的面膜盒很实用，谢谢良心卖家
9118,很好，就欢在**买东西，经常都有优惠活动，今天买，明天就到了，服务杠杠的,True,+删除,很好，就喜欢在**买东西，经常都有优惠活动，今天买，明天就到了，服务杠杠的
9119,味道清凉不油腻，还未用，用后再来评价，量大。便宜实惠。推荐,False,+替换其他,味道清凉不油腻，还未用，用后再来评价，量大。便宜实惠。推荐
9120,你这挺好用的还挺实惠，买了一支还送了一只,False,,你这挺好用的还挺实惠，买了一支还送了一只
9121,容易推开，用了也特别自然，同事问我，近怎么气色这么好，哈哈?,True,+删除,容易推开，用了也特别自然，同事问我，最近怎么气色这么好，哈哈?
9122,保湿度很好，防晒效果不清楚,False,+替换其他,保湿度很好，防晒效果不清楚
9123,很好推开，颜色也正合适，用送的卸妆液卸下来很方便,False,,很好推开，颜色也正合适，用送的卸妆液卸下来很方便
9124,是正品，能吸收也能吸收一点也不油腻，保湿效果很好，值得购买。,True,+替换aspect+交换item,是正品，吸收也特别好一点也不油腻，保湿效果很好，值得购买。
9125,补水效果特别好，精华液也很多,False,,补水效果特别好，精华液也很多
9126,挺好用的，上午买的下午就送到了，零售超快,True,+替换aspect+替换其他,挺好用的，上午买的下午就送到了，物流超快
9127,好用哟，想买的赶紧吧！,False,+替换其他,好用哟，想买的赶紧吧！
9128,还可以吧，就那样，我也没见我的痘痘盖住，抖音主播还推的那么害，视频那么神奇，真是的哼,True,+删除,还可以吧，就那样，我也没见我的痘痘盖住，抖音主播还推的那么厉害，视频那么神奇，真是的哼
9129,不错，很满意，是我喜欢的,False,,不错，很满意，是我喜欢的
9130,已经用了，还行吧,False,+替换其他,已经用了，还行吧
9131,紫色比较适合我的皮肤，香香的挺好闻的。,False,,紫色比较适合我的皮肤，香香的挺好闻的。
9132,递送没话说，非常好，宝贝收到就用了，补水效果很好，买2份共收到80片，超合算，下次有活动再回购,True,+替换aspect,快递没话说，非常好，宝贝收到就用了，补水效果很好，买2份共收到80片，超合算，下次有活动再回购
9133,用了感觉还行不错！价格还算实惠，跟实体店差不多。,False,+替换其他,用了感觉还行不错！价格还算实惠，跟实体店差不多。
9134,一直用***，很好用,False,,一直用***，很好用
9135,第次用，感觉还不错，就是瓶盖设计好巨大呀，看到那个盖子我感觉我要使出洪荒之力才能打开，哈哈哈哈,True,+替换其他+删除,第一次用，感觉还不错，就是瓶盖设计好巨大呀，看到那个盖子我感觉我要使出洪荒之力才能打开，哈哈哈哈
9136,这个知道真假咯，哦，就有一股那个酒精的味道一样的很，酒精的味道比较重,True,+删除,这个不知道真假咯，哦，就有一股那个酒精的味道一样的很，酒精的味道比较重
9137,划算，挺好用的,True,+替换其他+删除,划算，还挺好用的
9138,这几天用了保湿效果不错，是我想要的效果,False,,这几天用了保湿效果不错，是我想要的效果
9139,第二次购买了，补水油脂的效果不错，打算坚持使用，希望脸上皮肤能有所改善,True,+替换aspect,第二次购买了，补水保湿的效果不错，打算坚持使用，希望脸上皮肤能有所改善
9140,真的好用，超级补水，晚上洗完脸就贴了一张，揭下来，脸上滑滑的,False,,真的好用，超级补水，晚上洗完脸就贴了一张，揭下来，脸上滑滑的
9141,还不错，都购买几次了。,False,+替换其他,还不错，都购买几次了。
9142,好评，物流给力下次还会光临，推荐给亲朋好友。哈哈,False,,好评，物流给力下次还会光临，推荐给亲朋好友。哈哈
9143,香气可以的！的也不错噢,True,+替换aspect+删除,味道可以的！用的也不错噢
9144,可能是我自身原因，浮粉比较厉害,False,,可能是我自身原因，浮粉比较厉害
9145,还可以用了二次,False,+替换其他,还可以用了二次
9146,还没有开始用，先好评吧，护肤品的一系列都是用***的，,False,,还没有开始用，先好评吧，护肤品的一系列都是用***的，
9147,大型活动时候很实惠，不错，很方便。。,True,+替换aspect,活动时候很实惠，不错，很方便。。
9148,宝贝收到了，物流迟，第一次使用不知道效果怎样，朋友推荐，希望不错,True,+替换opinion,宝贝收到了，物流快，第一次使用不知道效果怎样，朋友推荐，希望不错
9149,扫了下显示正品，活动价很实惠，买了4瓶送了4张面膜,False,,扫了下显示正品，活动价很实惠，买了4瓶送了4张面膜
9150,对皮肤更好,True,+替换opinion,对皮肤很好
9151,洗面奶很温和，清理力也强，值得推,True,+替换其他+删除,洗面奶很温和，清理力也强，值得推荐
9152,东西收到，效果一般，要类保湿的，用过后不保湿,False,,东西收到，效果一般，要类保湿的，用过后不保湿
9153,一共有两替换装，超值的，而且挺上色，喜好这个,True,+替换opinion,一共有两替换装，超值的，而且挺上色，喜欢这个
9154,婆婆喜欢回头会回购,False,,婆婆喜欢回头会回购
9155,先是用妹妹的被种草的，但是我买回来用了以后觉得有些卡粉，不过习惯好评,False,,先是用妹妹的被种草的，但是我买回来用了以后觉得有些卡粉，不过习惯好评
9156,给老婆买的。很好用,False,+替换其他,给老婆买的。很好用
9157,这个隔离涂上不卡粉有提亮的效果，购买三次了,False,+替换其他,这个隔离涂上不卡粉有提亮的效果，购买三次了
9158,很好卸妆，,False,,很好卸妆，
9159,刚买了就便宜20块不开森，好就让这包装,True,+替换opinion+替换其他,刚买了就便宜20块不开森，好嫌弃这包装
9160,第三次购买了，妈妈是干性皮肤，很适合，还送了睡眠面膜,False,,第三次购买了，妈妈是干性皮肤，很适合，还送了睡眠面膜
9161,洗完脸还是会紧缩，正不正品不知，反正就是渣货,True,+删除,洗完脸还是会紧缩，正不正品不知道，反正就是渣货
9162,护肤品都用的***的，所补水，这款�妆水也很好用，用完不油，很清爽,False,,护肤品都用的***的，所补水，这款�妆水也很好用，用完不油，很清爽
9163,面膜还是很好用的，敏感肌也可以用，补水效果非常好,False,,面膜还是很好用的，敏感肌也可以用，补水效果非常好
9164,很好用的隔离，老顾客了,False,+替换其他,很好用的隔离，老顾客了
9165,性价比高，用后皮肤很好，质量不错,False,,性价比高，用后皮肤很好，质量不错
9166,一直**购物质量好，供应链慢速，还会回购！！！,True,+替换aspect+替换opinion,一直**购物质量好，物流快，还会回购！！！
9167,今天试试，精华液挺多多的值得购买哦,False,,今天试试，精华液挺多多的值得购买哦
9168,感觉还行吧，但是不适合我这种皮肤，老搓泥,True,+替换其他+删除,感觉还行吧，但是不适合我这种皮肤，老搓泥。
9169,很好，跟实体店买的一样，。,False,,很好，跟实体店买的一样，。
9170,感觉不错，喜欢,True,+替换opinion+删除,感觉很好，喜欢！
9171,为了***买的，支持**哥哥，面膜很好很保水补湿?,False,,为了***买的，支持**哥哥，面膜很好很保水补湿?
9172,满心欢喜的收到了，结果让人大跌眼镜，差，非常差，卸不干净，还是那句话：便宜没好货！,False,,满心欢喜的收到了，结果让人大跌眼镜，差，非常差，卸不干净，还是那句话：便宜没好货！
9173,假的吧，洗了脸过敏，商家态度商家态度,True,+替换opinion+交换item,假的吧，洗了脸过敏，商家态度极差
9174,用起来还是挺不错的,False,+替换其他,用起来还是挺不错的
9175,第二次在网上购买了，比实体店便宜,False,,第二次在网上购买了，比实体店便宜
9176,送给妈妈的，还可以，不错的,False,,送给妈妈的，还可以，不错的
9177,买隔离送的，好用,False,,买隔离送的，好用
9178,如既往的喜欢这款，好用实惠,True,+替换其他+删除,一如既往的喜欢这款，好用实惠
9179,看起来不错！！！等用过之后再来评价！！！！！！,False,,看起来不错！！！等用过之后再来评价！！！！！！
9180,还没有用.用了在来评价.外表可以,False,,还没有用.用了在来评价.外表可以
9181,已经是第n次购买了，依旧好用,False,,已经是第n次购买了，依旧好用
9182,一直用，第二次买了，很好用,False,,一直用，第二次买了，很好用
9183,面膜很好用，保湿效果很好。物美价廉，快递小哥送货速度快，态度很好。,False,+替换其他,面膜很好用，保湿效果很好。物美价廉，快递小哥送货速度快，态度很好。
9184,真心不错，一直都是这个牌子的！,False,,真心不错，一直都是这个牌子的！
9185,挺好，一直在的。,True,+删除,挺好，一直在用的。
9186,客服说这款面膜是他们店里最补水的一款面膜，所以就买了，事实是，确实很补水,True,+删除,客服说这款面膜是他们店里最补水的一款面膜，所以就买了，事实是，确实很补水～
9187,还可以，涂上后有点发干。,False,,还可以，涂上后有点发干。
9188,我用的都是***护肤品，喜欢用这个牌子的东西，很好用。,False,+替换其他,我用的都是***护肤品，喜欢用这个牌子的东西，很好用。
9189,我老婆买了很多，她说很不错的，希望以后都点搞活动，买多点回来放着哈,True,+替换其他+删除,我老婆买了很多，她说很不错的，希望以后都点搞活动，买多点回来放着，哈
9190,买一送二，很实惠，用后再说效果，应该不会差吧！,False,,买一送二，很实惠，用后再说效果，应该不会差吧！
9191,东是正品好用,True,+删除,东西是正品好用
9192,物流很快，但是外包装好像有拆了的痕迹，里面的小包装完好。这次网购总体一般，不是太完美,False,,物流很快，但是外包装好像有拆了的痕迹，里面的小包装完好。这次网购总体一般，不是太完美
9193,搞活动的时候买的活动的用过后才来评价补水效果很好,True,+替换aspect+交换item+替换其他,搞活动的时候买的挺便宜的用过后才来评价补水效果很好
9194,送给妈妈的！超级补水！她在超级好看了！真好！,True,+删除,送给妈妈的！超级补水！她现在超级好看了！真好！
9195,用了两片了，挺好的,False,,用了两片了，挺好的
9196,使用了一下，挺滋润的，香香的。,False,,使用了一下，挺滋润的，香香的。
9197,东西是好东西，一直在用，效果很好，票务真的忙，问一下能不能优惠一点，半天不带理你的，全程机器人聊天,True,+替换aspect,东西是好东西，一直在用，效果很好，客服真的忙，问一下能不能优惠一点，半天不带理你的，全程机器人聊天
9198,用着很水，补水够用了，主要是物美价廉，不错不错,False,,用着很水，补水够用了，主要是物美价廉，不错不错
9199,很水润服帖，不,True,+替换其他+删除,很水润服帖，不错
9200,还可以吧，一直再用这款,False,,还可以吧，一直再用这款
9201,纸盒太次。有一袋面膜破了漏水，然后也没有送那个面膜铝盒。,True,+替换aspect,包装太次。有一袋面膜破了漏水，然后也没有送那个面膜铝盒。
9202,害羞，还没有用,True,+替换opinion+替换其他,喜欢，还没有用
9203,感觉还用，还可以开始用,False,,感觉还用，还可以开始用
9204,老妈用，不错,True,+替换opinion,老妈用，很好
9205,很好用，贴完脸很舒服,False,,很好用，贴完脸很舒服
9206,感觉心想。,True,+替换opinion,感觉还好。
9207,面膜很好用，用完感觉皮肤很清爽,False,+替换其他,面膜很好用，用完感觉皮肤很清爽
9208,非常好，十个字都凑不齐了。,False,,非常好，十个字都凑不齐了。
9209,大品牌不错，很舒服，很薄又很多精华液。下次还会光顾,True,+删除,大品牌不错，很舒服，很薄又很多精华液。下次还会再光顾
