id,AspectTerms,A_start,A_end,OpinionTerms,O_start,O_end,Categories,Polarities
8156,发货速度,0,4,之后,4,6,物流,正面
8157,_, , ,很好,0,2,整体,正面
8158,_, , ,挺好的,12,15,整体,正面
8158,_, , ,好用,22,24,整体,正面
8159,_, , ,不错,2,4,整体,正面
8159,_, , ,不油,5,7,使用体验,正面
8160,_, , ,稍微过敏,20,24,使用体验,负面
8161,单价,5,7,很美丽,8,11,价格,正面
8161,_, , ,挺好了,0,3,整体,正面
8162,_, , ,非常好,13,16,整体,正面
8162,_, , ,不沙眼睛,21,25,使用体验,正面
8163,清爽度,0,3,_, , ,使用体验,中性
8163,_, , ,实惠,9,11,价格,正面
8164,_, , ,挺好用,0,3,整体,正面
8164,价格,20,22,实惠,22,24,价格,正面
8165,_, , ,确实不错,6,10,整体,正面
8166,制品,25,27,很好,27,29,包装,正面
8167,价格比,20,23,很高,24,25,价格,正面
8167,_, , ,好用,17,19,整体,正面
8168,_, , ,很差,5,7,整体,正面
8169,保湿,12,14,很不错,14,17,功效,正面
8170,灵气,5,7,特别多,8,11,成分,正面
8170,_, , ,非常好用,0,4,整体,正面
8171,_, , ,注目,23,25,整体,中性
8172,上妆效果,0,4,容易上装,5,9,使用体验,正面
8172,_, , ,自然,14,16,功效,正面
8172,_, , ,不干燥,21,24,使用体验,正面
8173,_, , ,蛮好用的,2,6,整体,正面
8173,_, , ,蛮白的,11,14,功效,正面
8173,_, , ,特别细腻,23,27,使用体验,正面
8173,_, , ,均匀,27,29,功效,正面
8174,_, , ,方便,12,14,整体,正面
8174,速度,17,19,快速,19,20,物流,正面
8175,_, , ,一般,0,2,整体,中性
8176,_, , ,喜欢,12,14,整体,正面
8176,_, , ,提亮肤色,7,11,功效,正面
8177,_, , ,好惊喜,32,35,整体,正面
8178,_, , ,还不错,16,19,整体,正面
8179,包装,1,3,不来,5,7,包装,负面
8180,_, , ,特别好用,9,13,整体,正面
8181,_, , ,超喜欢,7,10,整体,正面
8181,_, , ,很不错,14,17,整体,正面
8181,_, , ,一如既往的喜欢,20,27,整体,正面
8182,_, , ,补水,35,37,功效,正面
8182,_, , ,保湿,37,39,功效,正面
8182,_, , ,提亮,39,41,功效,正面
8182,_, , ,清洁,41,43,功效,正面
8182,_, , ,收缩毛孔,43,47,功效,正面
8183,_, , ,很好,9,11,整体,正面
8183,_, , ,很差,36,38,整体,正面
8184,_, , ,绝对正品,23,27,真伪,正面
8184,_, , ,不过敏,41,44,使用体验,正面
8184,_, , ,美美哒,37,40,整体,正面
8185,客户,3,5,很好,0,2,服务,正面
8185,礼品,12,14,_, , ,价格,正面
8186,开价,12,14,确实,14,16,价格,正面
8186,赠品,17,19,很多,19,21,价格,正面
8187,_, , ,很好用,0,3,整体,正面
8187,_, , ,很白,4,6,功效,正面
8188,_, , ,还不错,7,10,整体,正面
8188,价格,11,13,很亲民,14,17,价格,正面
8189,防晒,0,2,不错,6,8,功效,正面
8189,_, , ,显白,14,16,功效,正面
8189,隔离效果,2,6,不错,6,8,功效,正面
8190,卸妆,0,2,比较干净,2,6,功效,正面
8191,快递,3,4,迟,0,2,物流,正面
8191,_, , ,特别自然,19,23,功效,正面
8191,_, , ,白了一个度,26,31,功效,正面
8192,_, , ,很不错,2,5,整体,正面
8192,_, , ,不浮粉,6,9,使用体验,正面
8192,_, , ,不跑妆,10,13,使用体验,正面
8193,香味,16,18,特喜欢,11,14,气味,正面
8194,_, , ,挺好的,0,3,整体,正面
8194,_, , ,好吸收,4,7,使用体验,正面
8194,_, , ,适合,9,11,整体,正面
8195,_, , ,不错,2,4,整体,正面
8195,_, , ,赞誉,5,7,整体,正面
8196,_, , ,跟补水,4,7,功效,正面
8197,_, , ,垃圾,4,6,整体,负面
8197,_, , ,迷惑,29,31,服务,负面
8198,_, , ,很好,19,21,整体,正面
8199,快递,11,13,很给力,13,16,物流,正面
8199,_, , ,蛮好的,24,27,整体,正面
8199,活动,29,31,便宜了很多,34,39,价格,正面
8200,_, , ,很好用,2,5,整体,正面
8201,_, , ,超级好用,0,4,整体,正面
8201,_, , ,美美的,13,16,整体,正面
8202,_, , ,超级划算,14,18,价格,正面
8203,_, , ,油,0,1,使用体验,负面
8204,_, , ,还是不错的,6,11,功效,正面
8205,_, , ,挺划算,2,5,价格,正面
8206,_, , ,蛮喜欢的,22,26,整体,正面
8207,_, , ,是正品,3,6,真伪,正面
8208,_, , ,非常好,19,22,整体,正面
8209,_, , ,特别好,0,3,整体,正面
8209,_, , ,很滋润,9,12,使用体验,正面
8209,补水效果,12,16,很差,17,19,功效,正面
8209,_, , ,满分,20,22,整体,正面
8210,_, , ,非常好用,12,16,整体,正面
8210,_, , ,很满意,22,25,整体,正面
8211,_, , ,不俗,12,14,整体,正面
8212,_, , ,还不错,0,3,整体,正面
8212,_, , ,便宜很多,16,20,价格,正面
8213,_, , ,挺好的,9,12,整体,正面
8214,_, , ,好用,15,17,整体,正面
8215,_, , ,顶多,5,7,整体,正面
8215,_, , ,不爽,27,29,价格,负面
8216,交通运输,0,2,快,2,3,物流,正面
8217,_, , ,很好用,0,3,整体,正面
8217,_, , ,白白透透的,7,12,功效,正面
8217,_, , ,一点也不浮,13,18,使用体验,正面
8217,_, , ,好上妆,19,22,使用体验,正面
8218,修饰肤色,4,8,比较自然,11,15,功效,正面
8219,_, , ,还不错,10,13,整体,正面
8219,价位,14,16,便宜,17,19,价格,正面
8220,物流,0,2,真快,2,4,物流,正面
8220,_, , ,很划算,13,16,价格,正面
8221,_, , ,喜欢,2,4,整体,正面
8222,_, , ,是正品,0,3,真伪,正面
8222,_, , ,很好用,8,11,整体,正面
8223,水分,3,5,足,5,6,成分,正面
8223,_, , ,很实惠,23,26,价格,正面
8223,_, , ,不错,0,2,整体,正面
8223,_, , ,贴个面部,7,11,使用体验,正面
8223,_, , ,非常好用,12,16,整体,正面
8224,_, , ,很好用,0,3,整体,正面
8225,物流,10,12,便,12,14,物流,正面
8225,服务态度,15,19,很好,19,21,服务,正面
8225,_, , ,不错,2,4,整体,正面
8226,送货速度,0,4,太快,4,5,物流,正面
8226,_, , ,好,5,6,整体,正面
8227,_, , ,没有紧绷感,5,10,使用体验,正面
8227,_, , ,补水,0,2,功效,正面
8228,_, , ,好用,0,2,整体,正面
8228,_, , ,很实惠,11,14,价格,正面
8229,送货,4,6,很给力,7,10,物流,正面
8229,_, , ,不错,19,21,整体,正面
8230,物流,0,2,慢死,2,4,物流,负面
8230,赠品,22,24,没,21,22,价格,负面
8231,_, , ,挺好的,11,14,整体,正面
8231,_, , ,好评,15,17,整体,正面
8232,_, , ,好用,0,2,整体,正面
8232,_, , ,非常不错,11,15,整体,正面
8233,上妆效果,0,4,不错,5,7,功效,正面
8233,上妆效果,0,4,很自然,8,11,功效,正面
8234,售价,0,2,便宜,3,5,价格,正面
8234,味道,6,8,清新,8,10,气味,正面
8234,_, , ,很舒适,13,16,使用体验,正面
8234,_, , ,清爽,16,18,使用体验,正面
8235,快递小哥,17,21,很给力,21,24,服务,正面
8235,包装,27,29,_, , ,包装,负面
8236,物流速度,24,28,很快,28,30,物流,正面
8236,_, , ,很不错,0,3,整体,正面
8236,_, , ,更喜欢,16,18,整体,正面
8236,_, , ,点赞,19,21,整体,正面
8237,_, , ,不好用,0,3,整体,负面
8237,清洁能力,4,8,差的要死,8,12,功效,负面
8238,_, , ,很贴皮肤,8,12,使用体验,正面
8239,_, , ,特别好,2,5,整体,正面
8240,_, , ,还可以,9,12,整体,正面
8240,_, , ,服帖,16,18,使用体验,正面
8241,_, , ,很水润,0,3,使用体验,正面
8241,_, , ,超级好用,4,8,整体,正面
8242,_, , ,很清爽,4,7,使用体验,正面
8242,_, , ,还行,22,24,整体,正面
8242,_, , ,很好涂开,8,12,使用体验,正面
8242,_, , ,泛油光,16,19,使用体验,中性
8243,_, , ,超级服帖,24,28,使用体验,正面
8243,_, , ,很喜欢,29,32,整体,正面
8244,包装,6,8,好,8,9,包装,正面
8244,咨询服务,10,12,好,8,9,服务,正面
8244,_, , ,五星好评,14,18,整体,正面
8245,_, , ,非常喜欢,7,11,整体,正面
8245,_, , ,非常好用,0,4,整体,正面
8246,快递,0,2,速度快,2,5,物流,正面
8246,_, , ,还不错,6,9,整体,正面
8247,_, , ,很好用,0,3,整体,正面
8247,_, , ,便宜,11,13,价格,正面
8248,发泡,2,4,不太好洗掉,4,9,使用体验,负面
8249,其设计,6,8,很帮,8,10,其他,正面
8249,_, , ,挺好用的,11,15,整体,正面
8250,_, , ,还可以,0,3,整体,中性
8251,_, , ,吃惊,2,4,整体,正面
8252,补水效果,0,4,好,4,5,功效,正面
8252,_, , ,好用,15,17,整体,正面
8253,物流速度,12,16,快,17,18,物流,正面
8253,老板,19,21,很好,22,24,服务,正面
8253,_, , ,还是不错的,2,7,整体,正面
8253,_, , ,很喜欢,8,11,整体,正面
8254,_, , ,不错,0,2,整体,正面
8254,_, , ,很好用,3,6,整体,正面
8255,_, , ,好评,0,2,整体,正面
8255,_, , ,很好用,9,12,整体,正面
8256,冲出,6,8,不错,9,11,使用体验,正面
8256,_, , ,很香,0,2,气味,正面
8256,_, , ,白白嫩嫩的,12,17,使用体验,正面
8257,_, , ,难用,0,2,整体,负面
8257,_, , ,不适合,11,14,整体,负面
8257,_, , ,怪怪的,22,25,整体,负面
8257,_, , ,浮了,30,32,使用体验,负面
8258,活动,2,4,超级合适,4,8,价格,正面
8258,送货速度,18,22,非常快,22,25,物流,正面
8258,精华液,29,32,很多,32,34,成分,正面
8259,_, , ,还可以,18,21,整体,正面
8260,外包装,3,5,很好,0,2,包装,正面
8260,_, , ,很好,0,2,整体,正面
8261,物流,15,17,很快,17,19,物流,正面
8261,_, , ,很好,0,2,整体,正面
8261,_, , ,非常好,2,5,整体,正面
8261,_, , ,很满意,6,9,整体,正面
8261,_, , ,不错,12,14,整体,正面
8262,_, , ,可以,0,2,整体,正面
8262,_, , ,很好用,3,6,整体,正面
8263,_, , ,不错,0,2,整体,正面
8263,_, , ,较慢,4,5,物流,正面
8264,活动,1,3,_, , ,价格,正面
8264,_, , ,还行,17,19,整体,正面
8265,_, , ,挺好用,0,3,整体,正面
8265,_, , ,不干皮,4,7,使用体验,正面
8265,_, , ,肤色很亮,10,14,功效,正面
8265,_, , ,不脱妆,15,18,使用体验,正面
8265,_, , ,好用,32,34,整体,正面
8266,活动,13,15,很实惠,16,19,价格,正面
8266,补水效果,3,7,很好,7,9,功效,正面
8266,_, , ,好用,0,2,整体,正面
8267,_, , ,很不错,0,3,整体,正面
8267,_, , ,很好,24,26,整体,正面
8268,_, , ,还可以,0,3,整体,正面
8268,_, , ,挺服帖的,7,11,使用体验,正面
8269,_, , ,还可以,0,3,整体,正面
8270,_, , ,可以,0,2,整体,正面
8270,_, , ,油亮亮的,11,15,使用体验,负面
8271,_, , ,超喜欢的,0,4,整体,正面
8271,_, , ,很自然,7,10,功效,正面
8271,_, , ,美美哒,10,13,整体,正面
8272,_, , ,滑滑的,4,7,使用体验,正面
8272,_, , ,不紧绷,8,11,使用体验,正面
8273,态度,18,20,很好,20,22,服务,正面
8273,_, , ,相当的满意,23,28,服务,正面
8274,_, , ,一般,5,7,整体,中性
8275,_, , ,挺好的,15,18,整体,正面
8275,_, , ,有点香,21,24,气味,负面
8275,_, , ,不适应,27,30,气味,负面
8276,_, , ,还不错,11,14,整体,正面
8276,_, , ,不油腻,15,18,使用体验,正面
8276,_, , ,很滋润,19,22,使用体验,正面
8277,_, , ,不太好,0,3,整体,负面
8278,补水效果,4,8,极好,8,10,功效,正面
8279,_, , ,比较贴合,9,13,使用体验,正面
8279,_, , ,差强人意,0,2,整体,正面
8280,颜色,0,2,比较好看,2,6,功效,正面
8280,_, , ,清凉,11,13,使用体验,正面
8280,_, , ,还可以,17,20,整体,正面
8281,味道,27,29,不好,21,23,气味,负面
8282,_, , ,很划算,7,10,价格,正面
8282,_, , ,不错,18,20,整体,正面
8283,外观,0,2,好看,2,4,包装,正面
8283,_, , ,很滋润,13,16,使用体验,正面
8283,甜味,26,29,很好闻,23,25,气味,正面
8284,速度,5,7,惊叹,0,2,物流,正面
8285,_, , ,不错,2,4,整体,正面
8285,_, , ,很喜欢,5,8,整体,正面
8286,_, , ,很超值,7,10,价格,正面
8287,收货,0,2,迅速,2,4,物流,正面
8287,_, , ,很保湿,14,17,功效,正面
8287,_, , ,不行,34,36,整体,负面
8287,_, , ,很粘,41,43,使用体验,负面
8288,_, , ,不是很好用,5,10,整体,负面
8289,价格,0,2,优惠,2,4,价格,正面
8289,_, , ,挺好,7,9,整体,正面
8289,_, , ,很喜欢,10,13,整体,正面
8290,遮瑕效果,0,4,超好,4,6,功效,正面
8290,_, , ,有点干,14,17,使用体验,负面
8291,_, , ,很划算,8,11,价格,正面
8291,_, , ,挺好的,4,7,整体,正面
8291,_, , ,还不错,0,3,整体,正面
8292,大小,0,2,刚好,2,4,尺寸,正面
8292,的水,5,7,膝,7,8,成分,正面
8292,_, , ,白嫩,11,13,使用体验,正面
8293,_, , ,吃惊,5,7,整体,正面
8294,_, , ,好评,19,21,整体,正面
8294,_, , ,很好用,15,18,整体,正面
8294,_, , ,很好,3,5,整体,正面
8295,_, , ,很好,0,2,整体,正面
8296,_, , ,一直信赖,18,22,整体,正面
8296,_, , ,很划算的,0,4,价格,正面
8297,_, , ,正品,15,17,真伪,正面
8297,_, , ,蛮好用的,6,10,整体,正面
8298,_, , ,还可以,2,5,整体,正面
8299,_, , ,好用,7,9,整体,正面
8300,_, , ,很好用,26,29,整体,正面
8301,赠品,9,11,_, , ,价格,正面
8301,_, , ,有点油,15,18,使用体验,正面
8302,_, , ,很喜欢,0,3,整体,正面
8303,_, , ,很不错,0,3,整体,正面
8303,保湿效果,12,16,不太好,16,18,功效,正面
8303,遮瑕效果,19,23,很好,23,25,功效,正面
8303,_, , ,不算太贵,27,31,价格,正面
8303,_, , ,能接受,32,35,价格,正面
8304,_, , ,挺好的,2,5,整体,正面
8305,_, , ,不俗,0,2,整体,正面
8306,_, , ,很喜欢,4,7,整体,正面
8306,_, , ,好,9,10,整体,正面
8306,_, , ,不错,11,13,整体,正面
8307,_, , ,还不错,7,10,整体,正面
8307,味道,11,13,一样,17,19,气味,正面
8307,_, , ,挺好用,24,27,整体,正面
8308,_, , ,很好,2,4,整体,正面
8308,_, , ,挺好的,7,10,整体,正面
8309,_, , ,很滋润,0,3,使用体验,正面
8309,_, , ,不厚重,4,7,使用体验,正面
8309,_, , ,好用,8,10,整体,正面
8310,_, , ,挺好用的,5,9,整体,正面
8311,_, , ,挺好的,0,3,整体,正面
8312,零售,0,2,立刻,2,4,物流,正面
8312,_, , ,还可以,20,23,整体,正面
8312,_, , ,满喜欢的,25,29,整体,正面
8313,_, , ,不错,0,2,整体,正面
8313,_, , ,挺好用,10,13,整体,正面
8314,_, , ,假的,6,8,真伪,负面
8314,_, , ,都是胶,13,16,使用体验,负面
8314,_, , ,坑人,20,22,整体,负面
8315,_, , ,非常满意,9,13,整体,正面
8316,_, , ,一如既往的好,18,24,整体,正面
8316,发货速度,25,29,快,29,30,物流,正面
8316,包装,31,33,仔细,33,35,包装,正面
8316,日期,36,38,新鲜,38,40,新鲜度,正面
8317,_, , ,很差,0,2,整体,正面
8317,_, , ,很好,9,11,整体,正面
8318,客户服务,26,28,没有人理会,28,33,服务,负面
8319,速递,13,15,超快,15,17,物流,正面
8320,交通运输,13,15,很快,16,18,物流,正面
8320,_, , ,还不错,9,12,整体,正面
8321,_, , ,很给力,17,20,整体,正面
8322,_, , ,东西少了,2,6,其他,负面
8323,补水效果,2,6,明显,6,8,功效,正面
8323,吸收,9,11,迅速,11,13,使用体验,正面
8324,_, , ,一如既往的好,10,16,整体,正面
8325,外箱,14,16,_, , ,包装,负面
8326,_, , ,很亲和,6,9,使用体验,正面
8326,_, , ,很好用,10,13,整体,正面
8327,_, , ,挺好,5,7,整体,正面
8328,_, , ,很气人,19,22,物流,负面
8328,_, , ,有点坑,9,12,物流,负面
8329,_, , ,受骗,0,2,真伪,负面
8330,_, , ,没了,11,13,整体,正面
8330,_, , ,挺薄的,7,10,使用体验,正面
8331,清洁能力,0,4,_, , ,功效,中性
8331,香味,15,17,喜欢,12,14,气味,正面
8331,_, , ,细滑,5,7,使用体验,正面
8331,_, , ,容易冲洗,7,11,使用体验,正面
8332,_, , ,好用的,0,3,整体,正面
8332,补水效果,4,8,挺好的,8,11,功效,正面
8333,_, , ,挺好用的,2,6,整体,正面
8333,_, , ,挺好,38,40,整体,正面
8334,_, , ,正品,3,5,真伪,正面
8335,_, , ,温和不刺激,0,5,使用体验,正面
8335,_, , ,很棒,13,15,整体,正面
8335,价格,32,35,平民价,29,31,价格,正面
8335,_, , ,很好,36,38,整体,正面
8336,_, , ,棒棒哒,0,3,整体,正面
8337,_, , ,不太适合,3,7,整体,负面
8337,_, , ,不吸收,9,12,使用体验,负面
8338,_, , ,辣眼睛,23,26,使用体验,负面
8339,_, , ,不好用,0,3,整体,负面
8339,遮瑕效果,4,8,不好,8,10,功效,负面
8339,_, , ,比较干,11,14,使用体验,负面
8339,_, , ,不保湿,15,18,功效,负面
8340,更快,11,13,_, , ,整体,正面
8341,_, , ,挺好用的,0,4,整体,正面
8342,_, , ,很舒服,2,5,使用体验,正面
8342,_, , ,滑滑的,7,10,使用体验,正面
8343,_, , ,还可以,0,3,整体,正面
8344,_, , ,正品,3,5,真伪,正面
8344,售价,8,10,很实惠,10,13,价格,正面
8345,_, , ,一般般,0,3,整体,中性
8346,活动,0,2,_, , ,价格,正面
8346,补水效果,5,9,不错,9,11,功效,正面
8346,味道,12,14,好闻,14,16,气味,正面
8347,物流,15,17,非常的快,18,22,物流,正面
8347,_, , ,不错,2,4,整体,正面
8347,_, , ,很实在,5,8,整体,正面
8347,_, , ,非常的好用,9,14,整体,正面
8348,_, , ,量足,0,2,其他,正面
8348,_, , ,喜欢,17,19,整体,正面
8349,_, , ,还不错,2,5,整体,正面
8350,_, , ,特别特别划算,0,6,价格,正面
8350,_, , ,便宜,11,13,价格,正面
8350,_, , ,不长闭合,26,30,使用体验,正面
8350,_, , ,不油,36,38,使用体验,正面
8351,_, , ,水润,3,5,使用体验,正面
8352,价,5,6,荣,6,7,价格,正面
8353,_, , ,很差,2,4,整体,正面
8353,包装,6,8,完整,8,10,包装,正面
8354,盒装,5,7,精美,7,9,包装,正面
8354,_, , ,不错,2,4,整体,正面
8355,_, , ,亮眼,0,2,整体,正面
8355,_, , ,很满意,6,9,整体,正面
8356,_, , ,油腻腻的,23,27,使用体验,负面
8356,_, , ,不喜欢,2,5,整体,负面
8357,_, , ,还行,0,2,整体,正面
8358,_, , ,还可以,0,3,整体,正面
8359,_, , ,很香,0,2,气味,正面
8360,_, , ,不错的,32,35,整体,正面
8361,_, , ,还可以,0,3,整体,正面
8361,_, , ,有点油,6,9,使用体验,中性
8362,遮瑕力,3,5,一般,0,3,功效,中性
8362,_, , ,轻薄,9,11,使用体验,正面
8362,_, , ,提亮肤色,12,16,功效,正面
8363,_, , ,不刺激,10,13,使用体验,正面
8363,_, , ,最好,14,16,整体,正面
8363,_, , ,清洁,0,2,功效,正面
8363,_, , ,干净,2,4,功效,正面
8363,价格,5,7,亲民,7,9,价格,正面
8364,活动,0,2,_, , ,价格,正面
8364,_, , ,很划算,6,9,价格,正面
8364,_, , ,很保湿,11,14,功效,正面
8364,_, , ,补水,14,16,功效,正面
8365,_, , ,还不错,2,5,整体,正面
8365,_, , ,很润,7,9,使用体验,正面
8366,车主,0,2,比较快,2,5,物流,正面
8367,_, , ,太高,0,2,整体,负面
8367,_, , ,卡粉,3,5,使用体验,负面
8368,_, , ,还不错,10,13,整体,正面
8368,_, , ,挺细腻,14,17,使用体验,正面
8369,_, , ,非常好用,0,4,整体,正面
8370,_, , ,太干,5,7,使用体验,负面
8370,_, , ,有点小,14,17,尺寸,中性
8370,上妆效果,23,27,一般,28,30,功效,中性
8370,持久情况,31,35,_, , ,功效,正面
8371,_, , ,超级喜欢,0,4,整体,正面
8371,服务,8,10,棒棒哒,10,13,服务,正面
8372,_, , ,不好用,0,3,整体,负面
8373,_, , ,还可以,0,3,整体,正面
8374,_, , ,特别好用,0,4,整体,正面
8374,_, , ,美美哒,12,15,使用体验,正面
8375,味道,12,14,还不错,14,17,气味,正面
8376,_, , ,挺好的,7,10,整体,正面
8376,_, , ,不油腻,13,16,使用体验,正面
8376,_, , ,清透,11,13,使用体验,正面
8377,礼盒,0,2,很精美,2,5,包装,正面
8377,_, , ,一点点,19,22,尺寸,负面
8377,赠品,23,25,很丰富,25,28,价格,正面
8378,快递员,0,3,很细心,3,6,物流,正面
8379,_, , ,不好,0,2,整体,负面
8380,_, , ,相当不错,4,8,整体,正面
8380,_, , ,很水润,9,12,使用体验,正面
8380,_, , ,很舒服,13,16,使用体验,正面
8381,_, , ,正品,13,15,真伪,正面
8382,_, , ,还不错,11,14,整体,正面
8383,妆感,0,2,比较厚重,2,6,使用体验,中性
8383,_, , ,很舒服,9,12,使用体验,正面
8384,_, , ,极佳,0,2,整体,正面
8385,_, , ,非常不错,7,11,整体,正面
8386,赠品,5,7,_, , ,价格,正面
8387,_, , ,很好,10,12,整体,正面
8387,商品价格,13,15,便宜,15,17,价格,正面
8388,_, , ,更好,0,2,整体,正面
8389,物流,2,4,真不错,4,7,物流,正面
8389,_, , ,好评,43,45,整体,正面
8389,_, , ,细腻,38,40,使用体验,正面
8389,_, , ,滋润,40,42,使用体验,正面
8390,_, , ,优异,10,12,整体,正面
8391,_, , ,还可以,0,3,整体,正面
8391,酒精味,10,13,浓浓的,7,10,气味,负面
8392,_, , ,差强人意,0,2,整体,正面
8392,_, , ,好闻,7,9,气味,正面
8393,_, , ,挺好用的,0,4,整体,正面
8393,_, , ,超补水,5,8,功效,正面
8394,快递,10,12,超赞,12,14,物流,正面
8394,_, , ,超级好用,18,22,整体,正面
8394,_, , ,很服帖,25,28,使用体验,正面
8394,_, , ,修饰肤色,29,33,功效,正面
8394,_, , ,很喜欢,36,39,整体,正面
8394,_, , ,很赞,34,36,整体,正面
8395,补水效果,5,9,杠杠的,9,12,功效,正面
8396,_, , ,非常好,0,3,整体,正面
8397,_, , ,很好,0,2,整体,正面
8397,_, , ,不会过敏,9,13,使用体验,正面
8397,_, , ,很舒服,35,38,使用体验,正面
8397,_, , ,很水润,38,41,使用体验,正面
8397,_, , ,是正品,3,6,真伪,正面
8398,_, , ,很好,0,2,整体,正面
8398,_, , ,很快,3,5,物流,正面
8399,_, , ,讨厌,2,4,整体,正面
8399,_, , ,有点点油,9,13,使用体验,负面
8400,_, , ,很好用,0,3,整体,正面
8400,_, , ,很自然,9,12,功效,正面
8400,_, , ,很舒服,13,16,使用体验,正面
8401,包装,0,2,很好,2,4,包装,正面
8401,_, , ,很合适,15,18,整体,正面
8402,_, , ,还可以,14,17,整体,正面
8402,_, , ,大赞,32,34,整体,正面
8402,包装,22,24,_, , ,包装,正面
8403,活动价格,29,33,没有便宜很多,34,40,价格,负面
8404,_, , ,良好,8,10,整体,正面
8405,活动,1,3,_, , ,价格,正面
8405,_, , ,非常实惠,15,19,价格,正面
8405,保湿效果,22,26,不错,27,29,功效,正面
8406,_, , ,还可以,2,5,整体,正面
8406,_, , ,非常喜欢,6,10,整体,正面
8407,_, , ,很好用,16,19,整体,正面
8408,_, , ,非常好,0,3,整体,正面
8409,味道,13,15,好,16,17,气味,正面
8409,_, , ,很衬肤色,8,12,功效,正面
8410,_, , ,比较满意,7,11,整体,正面
8411,_, , ,很适合,8,11,整体,正面
8412,_, , ,还可以,0,3,整体,正面
8412,物流,39,41,挺快,42,44,物流,正面
8413,_, , ,还行,16,18,整体,正面
8413,保湿,25,27,差一些,29,32,功效,负面
8413,保湿,25,27,有点干,33,36,功效,负面
8413,吸取,48,50,还好,46,48,使用体验,正面
8414,性价比,4,7,高很多,7,10,价格,正面
8414,交通运输,11,13,很快,13,15,物流,正面
8414,_, , ,点赞,16,18,整体,正面
8415,_, , ,还挺多的,2,6,整体,正面
8416,_, , ,还行吧,0,3,整体,正面
8416,味道,6,8,不是很喜欢,10,15,气味,负面
8417,_, , ,一如既往的好,0,6,整体,正面
8418,_, , ,可以,18,20,整体,正面
8419,味道,6,8,不一样,8,11,气味,负面
8419,_, , ,假的,15,17,真伪,负面
8420,精华液,2,5,很多,0,2,成分,正面
8420,物流速度,19,23,很快,23,25,物流,正面
8420,面膜纸,6,9,薄透,10,12,使用体验,正面
8421,包装,0,2,高档,2,4,包装,正面
8421,_, , ,好用,5,7,整体,正面
8421,_, , ,不卡粉,7,10,使用体验,正面
8421,遮瑕效果,11,15,不错,15,17,功效,正面
8422,_, , ,不错,20,22,整体,正面
8423,价位,14,16,很亲民,16,19,价格,正面
8423,_, , ,还可以,9,12,整体,正面
8424,物流,0,2,超快,2,4,物流,正面
8424,_, , ,有点味道,23,27,气味,负面
8424,_, , ,希望是正品,29,34,真伪,中性
8425,发货,20,22,快,22,23,物流,正面
8426,_, , ,水水嫩嫩的,5,10,使用体验,正面
8426,_, , ,极佳,0,2,整体,正面
8426,价格,11,13,实惠,14,16,价格,正面
8427,_, , ,有点胶味,4,8,气味,负面
8427,_, , ,不好用,0,3,整体,负面
8428,_, , ,很细腻,2,5,使用体验,正面
8428,_, , ,自然,5,7,功效,正面
8428,_, , ,确实很好,8,12,整体,正面
8428,_, , ,满意,13,15,整体,正面
8429,_, , ,很好用,11,14,整体,正面
8429,遮瑕力,33,36,一般般,36,39,功效,中性
8429,提亮,42,44,蛮好,51,53,功效,正面
8430,包装,26,28,完好无损,30,34,包装,正面
8431,活动,0,2,_, , ,价格,正面
8431,_, , ,很便宜,5,8,价格,正面
8432,_, , ,很好,2,4,整体,正面
8433,零售,5,7,超级速度,7,11,物流,正面
8434,_, , ,挺好用,21,24,整体,正面
8434,_, , ,挺滋润,31,34,使用体验,正面
8434,保湿,28,30,_, , ,功效,中性
8435,招待,0,2,很好,2,4,价格,正面
8436,_, , ,挺好的,6,9,整体,正面
8436,_, , ,不错,10,12,整体,正面
8437,_, , ,挺好的,0,3,整体,正面
8437,_, , ,喜欢,4,6,整体,正面
8437,速度,9,11,很快,11,13,物流,正面
8438,气味,8,10,太重,11,13,气味,负面
8438,_, , ,一般般,0,3,整体,中性
8439,物流小哥服务,0,6,特别好,6,9,物流,正面
8439,商家,10,12,不错,13,15,服务,正面
8439,_, , ,五星好评,17,21,整体,正面
8440,_, , ,还不错,5,8,整体,正面
8441,_, , ,很温和,3,6,整体,正面
8441,_, , ,不油腻,25,28,使用体验,正面
8441,_, , ,很不错,31,34,整体,正面
8441,保湿效果,35,39,很好,39,41,功效,正面
8441,_, , ,不错,42,44,整体,正面
8442,物流,0,2,慢慢地,2,4,物流,正面
8443,_, , ,不错,0,2,整体,正面
8443,_, , ,补水多了,11,15,功效,正面
8444,_, , ,不错,0,2,整体,正面
8445,_, , ,蛮好,15,17,整体,正面
8446,_, , ,便宜,9,11,价格,正面
8446,活动,15,17,很划算,18,21,价格,正面
8447,味道,0,2,很喜欢,2,5,气味,正面
8447,_, , ,很舒服,10,13,使用体验,正面
8447,_, , ,不干燥,14,17,使用体验,正面
8447,_, , ,不蜕皮,18,21,使用体验,正面
8447,_, , ,很满意,24,27,整体,正面
8448,快递小哥,12,16,非常给力,16,20,物流,正面
8448,_, , ,非常不错,4,8,整体,正面
8448,快递,25,27,_, , ,物流,正面
8449,颜色,0,2,偏暗,2,4,功效,负面
8449,持久,5,7,可以,7,9,功效,正面
8450,_, , ,非常好,0,3,整体,正面
8450,_, , ,不油腻,14,17,使用体验,正面
8450,_, , ,清清爽爽的,17,22,使用体验,正面
8451,味道,0,2,好闻,2,4,气味,正面
8451,_, , ,好少,8,10,其他,负面
